"MLR" "LASSO_Min" "LASOO_1se" "RF" "GBM" "PPR" "XGB" "FLM" "FPC" "FPC_Deriv" "FPC_Ridge" "FPLS" "FPLS_Deriv" "CNN" "NN" "FNN"
0.352568955965376 0.127222542963152 0.162544576285627 0.412775324094917 0.439293440807263 0.314618199441444 0.370474705625182 0.285896396886044 0.270661633515062 0.109007613426903 0.289180857643217 0.159121047495871 0.142737147865315 0.390966626294493 0.723996788784949 0.124541067804543
0.389573431935019 0.173796161223727 0.239834268934983 0.217719394774418 0.217452713714096 0.461765643348248 0.216716602605738 0.222429912043747 0.324171588391328 0.152254189131876 0.333434829787385 0.145314927198949 0.148271908425857 0.30771019409317 0.540272902413009 0.185181509684928
0.559894529449781 0.227048814119986 0.179708011509314 0.194763686706946 0.213813301284544 0.388403138525583 0.170257856194314 0.195424452259569 0.244238113846056 0.121820535949339 0.257490876912273 0.291724853563259 0.166880106691604 0.340199344224247 9.39914273993266 0.170057727997721
0.166581377052321 0.0955855298732823 0.120292619315649 0.145365792336998 0.148514881307409 0.163231831111642 0.119830647278832 0.139240698524706 0.148447550955948 0.0888715107042396 0.142002040124487 0.100464987171286 0.0914845147551369 0.135626610769376 0.35018002237134 0.0844696170831962
0.230037071013071 0.0976458839198147 0.109440055248813 0.128378512055321 0.144504394047294 0.230037073271757 0.138969418582367 0.16448370226767 0.134321422869479 0.0866865121215683 0.133386800059193 0.116820955897583 0.0966843574105999 0.137746372619695 0.341642771903488 0.108971600292809
0.281000661060608 0.115528352632739 0.127423222658455 0.146480331290568 0.142825065999443 0.281000656796027 0.119137821111471 0.141193696740602 0.11995211908076 0.118308206580356 0.120989154846742 0.115575331095513 0.127246064409076 0.139760280473899 0.389396028509872 0.099055267199111
0.222841702917942 0.130157637229499 0.701126256134132 0.244131249831424 0.209373983862581 0.222841694373771 0.204994413776384 0.266043333912896 0.194327039291299 0.126420906897594 0.195077822025848 0.104007175100897 0.097749032887878 0.112524864969255 0.59897157910406 0.0945799157999421
0.394491858706265 0.17215854934976 0.500860592138713 0.401469959492425 0.419177813113691 0.266909002612317 0.258794409811383 0.260231095606674 0.343712654784091 0.140871248127518 0.310903442715347 0.174455413942458 0.131553419034684 0.159756650785814 0.489738968798982 0.151205682231795
0.355083518959117 0.255596358411622 0.159794951927798 3.47337217024244 3.76495469231848 2.14611577161241 3.49961354282924 1.6092206251148 0.862459689569169 0.197914820296382 0.798264360399798 0.206062062805562 0.115662712510461 1.39580758911754 5.93070130410863 1.19414270907411
0.304332949375637 0.158203252231353 0.180650568207158 0.409749991279969 0.469942769648384 0.301500306102839 0.416748935799478 0.160937127963201 0.126092580547907 0.103334505838937 0.126092580547907 0.129096898220852 0.160354678407684 0.141607558171115 0.574091127841119 0.14617156479479
0.304855019089648 0.147136685243242 0.167969617519125 0.257475593715992 0.261259616841659 0.30261531296482 0.206498575234506 0.182538322622006 0.165581162480758 0.104690016664581 0.165041449111873 0.118198351774264 0.097884046592561 0.14673309265436 0.632826497777626 0.129798011796637
0.285624973982598 0.131224517123483 0.140043446832974 0.203631913387931 0.190199855954445 0.279540264514955 0.181828817599382 0.22692224450625 0.20153084642196 0.13115032738957 0.20256983697403 0.175983157452925 0.145430483371507 0.196447943203707 0.278872510246159 0.119352488469054
0.148591797886097 0.11403120285222 0.138815151506298 0.263544145055549 0.269661510537105 0.141859013347997 0.217824724858759 0.125760606380068 0.148126141286824 0.129272966609514 0.156732171090381 0.0909853515329564 0.10805251441506 0.144157201036686 0.342112019599115 0.0736177917520936
0.180687711932966 0.0978500716241209 0.105779859377288 0.173069351632807 0.184181002143406 0.1709117356919 0.162316065502464 0.125708512416713 0.103923674917743 0.115157409073162 0.103923674917743 0.0890178378519435 0.114137377361287 0.143788820072071 0.149588000011865 0.134385428696655
0.276023291101448 0.207138581809088 0.217188947339986 0.291653768558183 0.31644002249689 0.276023287940441 0.274463766180915 0.197701155151956 0.218053611652127 0.121374915771321 0.211486260514893 0.213944648457069 0.193851826320298 0.195020381532367 1.0458986442195 0.136627188119396
0.973529658668447 0.262738346150541 0.341920992889767 0.156887983766302 0.151568200016812 0.694193945254744 0.148526155580396 0.352348493310401 0.439010715301818 0.137243395463954 0.447019389293214 0.263125422227378 0.158648910856867 0.343985642212977 0.407417961752865 0.144469698466983
0.508067047783006 0.184605652234244 0.172419978803732 0.206092680270442 0.170718215277623 0.398522464800152 0.19109271261786 0.318937291977329 0.370047368652669 0.113642263204342 0.375147679539154 0.137191993299633 0.100395546142236 0.216484383072585 0.247291120498659 0.0926882217409889
0.211613549306201 0.11471091116358 0.116640703119578 0.170301901619995 0.156974294214177 0.211613552987064 0.147396321929756 0.167149221832515 0.170241761745316 0.117980219053338 0.168972774663721 0.11749190322893 0.138650687978882 0.170226336789064 0.539757321683465 0.10593820369161
0.311315504016379 0.144878480467622 0.178205826405472 0.136764516947063 0.15925175671193 0.311315826595974 0.120018634915843 0.143224687635745 0.132105351495076 0.0755388216155818 0.128471637029712 0.111501387700519 0.153513036689789 0.113285017375312 0.442236609074922 0.0816385932974395
0.237745370271325 0.182631184225903 0.198325297321562 0.206744531062804 0.199541874078551 0.237745348654558 0.170043212315416 0.171855890595862 0.144155499675781 0.113554589245735 0.144155499675781 0.173133438650829 0.135257027155916 0.16627663979876 0.297203862077579 0.148017331883919
0.309157058095065 0.12528679862177 0.113863880828087 0.155050271620982 0.211086161132149 0.205080879986664 0.140145489965914 0.135381079537375 0.133819269094511 0.0833293522512535 0.138258878393925 0.0986842007678198 0.0941842872953262 0.146968047057997 0.451737310821776 0.091678269642747
0.730400394772692 0.273148591666323 0.29567621569742 0.280134437283439 0.290228126480619 0.493868402398856 0.311680955098039 0.259799968215975 0.273619417603042 0.151511529885784 0.26439049717097 0.226228154037393 0.192016690843978 0.251327188836589 0.473702768713784 0.115903089200365
0.238959428228536 0.206060692717434 0.218538581313122 0.194984001950802 0.224486115695048 0.23895937940741 0.195029182439363 0.273025900542342 0.217011254653807 0.106481327428837 0.216931121910722 0.119853607296523 0.117449320686372 0.362650120886567 0.442394261373241 0.126444099404726
0.457065479074419 0.247348851814112 0.221940195164223 0.430878853862027 0.511463272868124 0.314676351274802 0.460514216926096 0.187700973421215 0.224954003335347 0.27705619479777 0.20131393076644 0.274779086822273 0.167749727176237 0.378419212466126 0.46008027038087 0.123684847877693
0.175971514527721 0.130795678708173 0.126205670353174 0.16276819109242 0.143317613074138 0.175971513822906 0.147002214702103 0.155409617612157 0.141128729807251 0.12343974124617 0.141128729807251 0.122467573982731 0.132976386614765 0.148706977647864 0.304217437812994 0.126454491941197
0.282612301811683 0.148356284856449 0.166453160188732 0.252236252838354 0.251966732823889 0.238261205280729 0.229817372932873 0.298990529461815 0.339886303586632 0.187879935996239 0.346080644613176 0.113620378465862 0.130805689693781 0.33086105039111 0.236452601631896 0.149345670443536
0.164004382296728 0.140803648681987 0.157224747721445 0.166274944073615 0.179487844108063 0.180067288154728 0.170996328875355 0.165659208901029 0.181000108355596 0.105866102053322 0.179867152694945 0.118113878026924 0.101713994148643 0.217355851704383 0.232542869732482 0.0955716897667706
0.251811544908395 0.154215328392849 0.144445880743372 0.219774976556544 0.189461631945801 0.251811550907213 0.17537248455014 0.307346191541043 0.177557575455442 0.109815135994109 0.176928731774729 0.10577577509337 0.116410380362479 0.143150907320481 0.279536245323573 0.110355877470619
0.3203387464262 0.182113508477206 0.201336166404086 0.158230976260097 0.199619268496273 0.320338676973285 0.451899146032824 0.210971267822132 0.285633468622555 0.0891381198939762 0.285633468622555 0.185468745013995 0.0972336220975461 0.316280324188305 0.706873492595752 0.081485195998237
0.298091320776273 0.144857114388691 0.142660243059439 0.187282662795627 0.155769319765079 0.296092955356806 0.15879017091029 0.204272478592571 0.266707705794501 0.147144000266681 0.267897103528262 0.138435802963905 0.189999477074863 0.165509166802763 0.579787220930579 0.131099427032809
0.543310134230215 0.127161289098005 0.126486164099272 0.260675525749902 0.299005719144489 0.513158459712407 0.243976200770466 0.157639564085507 0.173694952583032 0.112354223836801 0.175512390038077 0.145853090341676 0.15265476999946 0.199120815847799 0.34221588249352 0.108029268580446
0.335487358379809 0.11160117000053 0.106854703417613 0.138574943568778 0.140852093754588 0.22704519915225 0.147090645445096 0.113101596796298 0.126369480116854 0.0968669800097555 0.125671363118998 0.10681333689327 0.108581742178915 0.191226077285778 0.220883756462926 0.120474665780854
1.08594715312664 0.235717803925177 0.29718009305871 0.419665738008718 0.360424664380524 0.887409327357068 0.288502591774353 0.354222346591541 0.258955103579245 0.123796594595311 0.258955103579245 0.161989232903727 0.305433742628524 0.280499989998456 1.35308324737156 0.110690926540854
0.399649838559799 0.121130512938227 0.154776324462206 0.199628728113698 0.219967712032826 0.224509788648128 0.181825189275212 0.172367813868665 0.150450787039885 0.0763001385116332 0.150768670164006 0.0997124392707439 0.106549509905566 0.385935056455953 0.263460925996407 0.0850018823104479
0.396135738160427 0.13407975570223 0.169177998702807 0.189833326143129 0.205834262651958 0.396135743269106 0.168794327289789 0.168162742022919 0.173226652335534 0.127830394015461 0.16627179884981 0.207701878184049 0.178961753511355 0.247966587174518 0.82904296756495 0.11714161524043
0.376616777327108 0.312195156528255 0.31911978026811 0.337006681370356 0.35444354814598 0.331286488293856 0.308980676339196 0.252107222159082 0.345050758528583 0.145301545670028 0.343147048441117 0.16318584814218 0.151847697602517 0.174357421817308 0.594070544543224 0.159986862506939
0.193566395499175 0.151373288251941 0.248679348079679 0.196077752435524 0.228168261164141 0.193566395534321 0.21205199566351 0.199625577959532 0.263469550615026 0.115867818149465 0.249060702615071 0.140991589828461 0.154863251332354 0.212019952788765 0.509756093445186 0.125059695958638
0.159221277305896 0.117267344019199 0.0797021225290533 0.11044951757286 0.139902681506257 0.169450535679381 0.112241137670561 0.0876017538241005 0.0799455501614623 0.0736933492217529 0.0818794868186851 0.0948465846563227 0.0992415058300646 0.171655242089298 0.19643730935196 0.126588610003718
0.173593430567925 0.100003851712923 0.101954163325597 0.129805690732773 0.146254722731233 0.172926348838451 0.136436761864611 0.118140842835015 0.116235898396497 0.0911473124104393 0.115643116822875 0.0958235405868682 0.100200598215736 0.110969881158549 0.616162344952703 0.0968191466864594
0.262042063068366 0.202399562490279 0.250265007499926 0.260355454112273 0.25191042845409 0.213147423996482 0.252613318899553 0.276233564618679 0.275726681477338 0.132163930196425 0.275726681477338 0.182535637810055 0.136107772996511 0.351292655079744 0.356876830866686 0.139704739943569
0.349049784248098 0.108745283362352 0.113745283346195 0.199816613455387 0.206544494088366 0.356706471484777 0.167335591283015 0.231744768567387 0.200597907779924 0.103085917669915 0.201924853079894 0.114701394468196 0.118658376292129 0.159804685817608 1.03542083252262 0.113383245122976
0.37265510296924 0.217319856276601 0.253262604349298 0.378801935262833 0.406813166257518 0.353106499104529 0.381479021614717 0.194167208186318 0.258600798594655 0.137314887815451 0.257364838735777 0.211337949178012 0.137709804329495 0.335813675842406 0.697737064401152 0.111084707808469
0.23527482188163 0.164070692525747 0.175050023339394 0.18255172428638 0.176810763879201 0.235274827618143 0.193716263576453 0.215902131647644 0.197255763838201 0.0998664753807232 0.197255763838201 0.147066114680887 0.110180953411767 0.246921598381299 0.226364382414078 0.103931402085345
0.213699783648123 0.119837235854654 0.116065962998911 0.186524079748237 0.165553336994152 0.213699782951965 0.149662797234843 0.15315500515824 0.166366918542383 0.100908403736873 0.167131069860139 0.123557993553635 0.122865984252538 0.212392704015343 0.551798431920109 0.136071753908699
0.594237590918225 0.17080830680124 0.183776391673992 0.165289382287827 0.161615380681866 0.477080192842126 0.207541153193365 0.19809806121104 0.205804839178795 0.119390260314944 0.205804839178795 0.133132268571819 0.107727003420235 0.182185731029951 0.279824413673131 0.119728452435833
0.41892254792348 0.143640299433692 0.128324393369171 0.197144951303959 0.223913220423763 0.302212679465362 0.173899609231778 0.211512326697856 0.192972654000172 0.12598557705498 0.182484575684955 0.147643346029756 0.133426839183779 0.201372649193944 0.612677578539474 0.148380109670316
